SSC,Volume
SSC_ChurchSt,4.919879356
SSC_ChurchSt,0.270462393
SSC_ChurchSt,5.77563077
SSC_ChurchSt,3.444110525
SSC_ChurchSt,27.37044885
SSC_ChurchSt,39.32435646
SSC_ChurchSt,7.137270521
SSC_ChurchSt,4.480603354
SSC_ChurchSt,0.538708441
SSC_ChurchSt,98.38900625
SSC_ChurchSt,115.6774862
SSC_ChurchSt,0.634438995
SSC_ChurchSt,5.467350657
SSC_ChurchSt,6.94E-02
SSC_ChurchSt,1.097409226
SSC_ChurchSt,2.212544329
SSC_ChurchSt,180.1709528
SSC_ChurchSt,2.962679991
SSC_ChurchSt,0.367120405
SSC_ChurchSt,3.818079861
SSC_ChurchSt,3.042425666
SSC_ChurchSt,0.733580984
SSC_ChurchSt,4.254300924
SSC_ChurchSt,151.6366245
SSC_ChurchSt,3.841151887
SSC_ChurchSt,49.60526043
SSC_ChurchSt,9.27E-02
SSC_ChurchSt,1.928423795
SSC_ChurchSt,59.18728098
SSC_ChurchSt,45.56206504
SSC_ChurchSt,45.30970479
SSC_ChurchSt,7.701402779
SSC_ChurchSt,4.96E-02
SSC_ChurchSt,0.178916085
SSC_ChurchSt,112.5265481
SSC_ChurchSt,1.108377784
SSC_ChurchSt,3.077961582
SSC_ChurchSt,55.00681012
SSC_ChurchSt,3.537207314
SSC_ChurchSt,0.661534754
SSC_ChurchSt,4.472833903
SSC_ChurchSt,2.18843127
SSC_ChurchSt,120.2768615
SSC_ChurchSt,2.565448437
SSC_ChurchSt,103.9831663
SSC_ChurchSt,190.5274371
SSC_ChurchSt,4.282614993
SSC_ChurchSt,58.33849593
SSC_ChurchSt,3.57E-02
SSC_ChurchSt,0.585130354
SSC_ChurchSt,0.703643511
SSC_ChurchSt,0.326842846
SSC_ChurchSt,4.467713398
SSC_ChurchSt,31.94926336
SSC_ChurchSt,2.125953821
SSC_ChurchSt,0.902784368
SSC_ChurchSt,2.790044047
SSC_ChurchSt,3.745091086
SSC_ChurchSt,0.841086436
SSC_ChurchSt,0.215913387
SSC_ChurchSt,12.38865038
SSC_ChurchSt,7.357739301
SSC_ChurchSt,22.04213586
SSC_ChurchSt,4.408356951
SSC_ChurchSt,28.60441192
SSC_ChurchSt,6.722837128
SSC_ChurchSt,1.278394213
SSC_ChurchSt,2.935234954
SSC_ChurchSt,20.1274253
SSC_ChurchSt,27.53077035
SSC_ChurchSt,145.4669657
SSC_ChurchSt,0.261061251
SSC_ChurchSt,4.06E-02
SSC_ChurchSt,1.587667161
SSC_ChurchSt,5.274659085
SSC_ChurchSt,3.177436085
SSC_ChurchSt,0.823440853
SSC_ChurchSt,19.69471783
SSC_ChurchSt,36.23912542
SSC_ChurchSt,1.273445537
SSC_ChurchSt,83.0748665
SSC_ChurchSt,1.428451234
SSC_ChurchSt,4.717701736
SSC_ChurchSt,3.120592361
SSC_ChurchSt,4.080590171
SSC_ChurchSt,25.1651293
SSC_ChurchSt,1.989561816
SSC_ChurchSt,5.268804574
SSC_ChurchSt,153.9645983
SSC_ChurchSt,23.68833704
SSC_ChurchSt,0.886778285
SSC_ChurchSt,0.512522708
SSC_ChurchSt,1.20618747
SSC_ChurchSt,100.9491523
SSC_ChurchSt,38.96609607
SSC_ChurchSt,84.55950975
SSC_ChurchSt,226.3663748
SSC_ChurchSt,1.248887818
SSC_ChurchSt,131.0036492
SSC_ChurchSt,3.561897048
SSC_ChurchSt,165.1878851
SSC_ChurchSt,6.972427574
SSC_ChurchSt,1.764345945
SSC_ChurchSt,1.741936679
SSC_ChurchSt,2.161489738
SSC_ChurchSt,0.883228549
SSC_ChurchSt,175.4252395
SSC_ChurchSt,0.117226116
SSC_ChurchSt,0.393726242
SSC_ChurchSt,3.102972762
SSC_ChurchSt,0.848470054
SSC_ChurchSt,129.3633751
SSC_ChurchSt,43.0045847
SSC_ChurchSt,1.972797343
SSC_ChurchSt,0.66105489
SSC_ChurchSt,3.716270921
SSC_ChurchSt,5.103910917
SSC_ChurchSt,1.875148419
SSC_ChurchSt,0.791858261
SSC_ChurchSt,12.85091075
SSC_ChurchSt,0.990977915
SSC_ChurchSt,0.238636307
SSC_ChurchSt,32.077021
SSC_ChurchSt,11.17007152
SSC_ChurchSt,0.40565931
SSC_ChurchSt,7.966573258
SSC_ChurchSt,9.57E-02
SSC_ChurchSt,1.062131472
SSC_ChurchSt,13.41281316
SSC_ChurchSt,3.617051819
SSC_ChurchSt,2.401296407
SSC_ChurchSt,12.84622904
SSC_ChurchSt,3.067487308
SSC_ChurchSt,1.383846098
SSC_ChurchSt,4.834996413
SSC_ChurchSt,0.516854304
SSC_ChurchSt,5.122170722
SSC_ChurchSt,14.19546239
SSC_ChurchSt,5.677235779
SSC_ChurchSt,215.0463565
SSC_ChurchSt,1.53533894
SSC_ChurchSt,14.00954373
SSC_ChurchSt,15.69496676
SSC_ChurchSt,18.24902209
SSC_ChurchSt,126.8207074
SSC_ChurchSt,1.920924507
SSC_ChurchSt,12.44578905
SSC_ChurchSt,1.631025489
SSC_ChurchSt,3.431987607
SSC_ChurchSt,65.62293976
SSC_ChurchSt,0.159667045
SSC_ChurchSt,79.12005223
SSC_ChurchSt,144.7295422
SSC_ChurchSt,64.5452152
SSC_ChurchSt,0.390738513
SSC_ChurchSt,73.30235035
SSC_ChurchSt,1.397018678
SSC_ChurchSt,8.013489036
SSC_ChurchSt,130.1368229
SSC_ChurchSt,4.427216404
SSC_ChurchSt,4.792287682
SSC_ChurchSt,65.89928994
SSC_ChurchSt,2.32E-02
SSC_ChurchSt,3.396819656
SSC_ChurchSt,192.5820676
SSC_ChurchSt,37.61495265
SSC_ChurchSt,2.493164161
SSC_ChurchSt,2.304324492
SSC_ChurchSt,0.425749303
SSC_ChurchSt,0.200911456
SSC_ChurchSt,183.6220053
SSC_ChurchSt,1.721910884
SSC_ChurchSt,6.484497122
SSC_ChurchSt,83.18250858
SSC_ChurchSt,6.19E-02
SSC_ChurchSt,1.519347526
SSC_ChurchSt,0.318895544
SSC_ChurchSt,1.494390828
SSC_ChurchSt,4.103357097
SSC_ChurchSt,28.78138912
SSC_ChurchSt,10.06708598
SSC_ChurchSt,1.019905291
SSC_ChurchSt,1.795664088
SSC_ChurchSt,4.095479536
SSC_ChurchSt,5.340705549
SSC_ChurchSt,1.712546203
SSC_ChurchSt,1.200909385
SSC_ChurchSt,2.241866493
SSC_ChurchSt,146.4854592
SSC_ChurchSt,4.62829969
SSC_ChurchSt,0.935698006
SSC_ChurchSt,0.981066314
SSC_ChurchSt,1.935291508
SSC_ChurchSt,1.436469363
SSC_ChurchSt,5.311595866
SSC_ChurchSt,0.496604045
SSC_ChurchSt,1.446837358
SSC_ChurchSt,136.9706772
SSC_ChurchSt,27.30572714
SSC_ChurchSt,4.035737769
SSC_ChurchSt,79.37246403
SSC_ChurchSt,2.774199735
SSC_ChurchSt,1.583062563
SSC_ChurchSt,24.99455086
SSC_ChurchSt,69.8603633
SSC_ChurchSt,0.865258168
SSC_ChurchSt,4.776091083
SSC_ChurchSt,0.33283423
SSC_ChurchSt,1.807779291
SSC_ChurchSt,9.989494117
SSC_ChurchSt,7.183729905
SSC_ChurchSt,1.012427205
SSC_ChurchSt,20.27237269
SSC_ChurchSt,4.715680021
SSC_ChurchSt,0.496632544
SSC_ChurchSt,426.630028
SSC_ChurchSt,65.31640133
SSC_ChurchSt,2.397923948
SSC_ChurchSt,4.992294141
SSC_ChurchSt,1.902698058
SSC_ChurchSt,109.5217293
SSC_ChurchSt,0.65445959
SSC_ChurchSt,108.6906588
SSC_ChurchSt,2.781037024
SSC_ChurchSt,31.25003896
SSC_ChurchSt,1.82E-02
SSC_ChurchSt,3.223551049
SSC_ChurchSt,3.942025919
SSC_ChurchSt,4.473820205
SSC_ChurchSt,0.783455822
SSC_ChurchSt,9.030207682
SSC_ChurchSt,4.532813964
SSC_ChurchSt,749.0117932
SSC_ChurchSt,0.729387937
SSC_ChurchSt,0.595930017
SSC_ChurchSt,2.402970692
SSC_ChurchSt,16.95244763
SSC_ChurchSt,7.46066128
SSC_ChurchSt,1.624188961
