Reach,Var,ID,Metric,Value
RRAvon_90,River AmmN mg/l,57,10%ileDW,6.35E-02
RRAvon_90,River AmmN mg/l,57,90%ileDW,0.1484853
RRAvon_90,River AmmN mg/l,57,95%ileDW,0.2937063
RRAvon_90,River DO mg/l,58,Mean,7.668972
RRAvon_90,River DO mg/l,58,Min,3.148296
RRAvon_90,River DO mg/l,58,5%ile,5.496147
RRAvon_90,River DO mg/l,58,10%ile,5.829147
RRAvon_90,River DO mg/l,58,20%ile,6.245737
RRAvon_90,River DO mg/l,58,50%ile,7.657736
RRAvon_90,River DO mg/l,58,90%ile,9.610577
RRAvon_90,River DO mg/l,58,95%ile,9.927806
RRAvon_90,River DO mg/l,58,99%ile,10.41321
RRAvon_90,River DO mg/l,58,Max,15.14516
RRAvon_90,River DO mg/l,58,MeanDW,7.672808
RRAvon_90,River DO mg/l,58,5%ileDW,5.507602
RRAvon_90,River DO mg/l,58,10%ileDW,5.836561
RRAvon_90,River DO mg/l,58,90%ileDW,7.657736
RRAvon_90,River DO mg/l,58,95%ileDW,9.610577
RRAvon_90,River Temperature Deg C,59,Mean,10.3766
RRAvon_90,River Temperature Deg C,59,Min,0
RRAvon_90,River Temperature Deg C,59,5%ile,3.545774
RRAvon_90,River Temperature Deg C,59,10%ile,3.909794
RRAvon_90,River Temperature Deg C,59,20%ile,4.660995
RRAvon_90,River Temperature Deg C,59,50%ile,10.22143
RRAvon_90,River Temperature Deg C,59,90%ile,17.39216
RRAvon_90,River Temperature Deg C,59,95%ile,18.31655
RRAvon_90,River Temperature Deg C,59,99%ile,20.32039
RRAvon_90,River Temperature Deg C,59,Max,22.94696
RRAvon_90,River Temperature Deg C,59,MeanDW,10.37561
RRAvon_90,River Temperature Deg C,59,5%ileDW,3.551203
RRAvon_90,River Temperature Deg C,59,10%ileDW,3.920191
RRAvon_90,River Temperature Deg C,59,90%ileDW,10.22143
RRAvon_90,River Temperature Deg C,59,95%ileDW,17.39216
RRAvon_90,DO %sat at downstream end of reach %,60,Mean,67.14281
RRAvon_90,DO %sat at downstream end of reach %,60,Min,33.76384
RRAvon_90,DO %sat at downstream end of reach %,60,5%ile,56.33886
RRAvon_90,DO %sat at downstream end of reach %,60,10%ile,58.77516
RRAvon_90,DO %sat at downstream end of reach %,60,20%ile,61.58234
RRAvon_90,DO %sat at downstream end of reach %,60,50%ile,67.07299
RRAvon_90,DO %sat at downstream end of reach %,60,90%ile,75.69289
RRAvon_90,DO %sat at downstream end of reach %,60,95%ile,77.54854
RRAvon_90,DO %sat at downstream end of reach %,60,99%ile,81.19328
RRAvon_90,DO %sat at downstream end of reach %,60,Max,115.9848
RRAvon_90,DO %sat at downstream end of reach %,60,MeanDW,67.18075
RRAvon_90,DO %sat at downstream end of reach %,60,5%ileDW,56.44512
RRAvon_90,DO %sat at downstream end of reach %,60,10%ileDW,58.8128
RRAvon_90,DO %sat at downstream end of reach %,60,90%ileDW,67.07299
RRAvon_90,DO %sat at downstream end of reach %,60,95%ileDW,75.69289
