3 years.csv Wed 16/Feb/2022 16/02/2022 16:58,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,STW_mix FE flow,BoASTW_mix FE flow,STW FE flow,Trowbridge_STW FE flow,BoA_STW FE flow,Frome_STW FE flow,Chippenham_STW FE flow,Melksham_STW FE flow,SSC_ForesterAvenue Spill Flow m3/s,SSC_FoxHillFSO Spill Flow m3/s,SSC_GroveStreet Spill Flow m3/s,SSC_HenriettaStreet Spill Flow m3/s,SSC_HungerfordRd Spill Flow m3/s,SSC_KensingtonMeadowsFSO Spill Flow m3/s,SSC_LarkhallRd Spill Flow m3/s,SSC_LondonRd Spill Flow m3/s,SSC_LyncombeVale Spill Flow m3/s,SSC_LowerBristolRd Spill Flow m3/s,SSC_FieldingsRd Spill Flow m3/s,SSC_LyncombeVale_Perrymead Spill Flow m3/s,SSC_MidlandRoadSPS Spill Flow m3/s,SSC_MillLane_Bathampton Spill Flow m3/s,SSC_MillLane_MonktonCombe Spill Flow m3/s,SSC_MoorlandRdFSO Spill Flow m3/s,SSC_LondonRdFSO Spill Flow m3/s,SSC_BellotsRd Spill Flow m3/s,SSC_AvonStFSO Spill Flow m3/s,SSC_BartonBridge Spill Flow m3/s,SSC_BartonFarm Spill Flow m3/s,SSC_BatheastonBypassFSO Spill Flow m3/s,SSC_BatheastonGarden Spill Flow m3/s,SSC_BathRdFSO Spill Flow m3/s,SSC_HighStFSO Spill Flow m3/s,SSC_BathwickStreet Spill Flow m3/s,SSC_DorsetClose Spill Flow m3/s,SSC_BeckhamptonRd Spill Flow m3/s,SSC_FerryLane Spill Flow m3/s,SSC_BrasmillLane Spill Flow m3/s,SSC_BroadQuay Spill Flow m3/s,SSC_ChurchSt Spill Flow m3/s,SSC_CulverSt Spill Flow m3/s,SSC_NewbridgeRd Spill Flow m3/s,SSC_EADepotSPS Spill Flow m3/s,SSC_EADepotSPSDummy Spill Flow m3/s,SSC_BaytreeRd Spill Flow m3/s,SSC_Wellsway Spill Flow m3/s,SSC_TechnologyHouse Spill Flow m3/s,SSC_TuckingMillSPS Spill Flow m3/s,SSC_TuckingMillSPSDummy Spill Flow m3/s,SSC_UpperBristolRd Spill Flow m3/s,SSC_WalcotRiverBankFSO Spill Flow m3/s,SSC_WalcotSt Spill Flow m3/s,SSC_StJohnsRd Spill Flow m3/s,SSC_NewmarketRow Spill Flow m3/s,SSC_WarminsterRd Spill Flow m3/s,SSC_WestmorelandRd Spill Flow m3/s,SSC_WestonVillageFSO Spill Flow m3/s,SSC_WestonVillageFSODummy Spill Flow m3/s,SSC_WidcombeFSO Spill Flow m3/s,SSC_WooleySt Spill Flow m3/s,SSC_ChurchillBridgeIsland Spill Flow m3/s,SSC_WarminsterRdDummy Spill Flow m3/s,SSC_PrivateLane Spill Flow m3/s,SSC_NorfolkBuildings Spill Flow m3/s,SSC_NortRecreationGroundFSO Spill Flow m3/s,SSC_OstlingLaneFSO Spill Flow m3/s,SSC_ParadeGardens Spill Flow m3/s,SSC_PrioryParkRd_Widcombe Spill Flow m3/s,SSC_NewtonSt Spill Flow m3/s,SSC_StJohnsRCPrimSchool Spill Flow m3/s,SSC_PrioryParkRdFSO Spill Flow m3/s,SSC_NewtonSt_Dummy Spill Flow m3/s,SSC_PulteneyGardens Spill Flow m3/s,SSC_RiversideWalk Spill Flow m3/s,SSC_SaltfordInlet Spill Flow m3/s,SSC_SilverSt Spill Flow m3/s,SSC_SouthParade Spill Flow m3/s,SSC_SpringGardensRoad Spill Flow m3/s,SSC_StationRd Spill Flow m3/s,SSC_MeadLaneTrunk,SSC_AvondaleRd
01/01/2002 00:00,0.579999983,5.79E-02,0.559954445,2.85E-02,0.050138489,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,6.75E-03,0,1.46E-03,0,0,0,0,0,0,0,0,0,0,1.99E-03,0,0,0,0,0,0,0,0,0,0,0,5.46E-03,0,0,0,0,3.65E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99E-04,0,9.18E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 01:00,0.579999983,0.028542526,0.579999983,2.85E-02,5.79E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,4.96E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46E-04,0,0,0,0,1.96E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 02:00,0.579999983,1.74E-02,0.579999983,2.85E-02,0.028542526,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 03:00,0.579999983,1.11E-02,0.579999983,2.85E-02,1.74E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 04:00,0.524400722,8.94E-03,0.579999983,2.85E-02,1.11E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 05:00,0.476822821,7.64E-03,0.524400722,2.85E-02,8.94E-03,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 06:00,0.441249656,7.12E-03,0.476822821,2.85E-02,7.64E-03,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 07:00,0.429591667,8.35E-03,0.441249656,2.85E-02,7.12E-03,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 08:00,0.431371956,1.76E-02,0.429591667,2.85E-02,8.35E-03,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 09:00,0.406429848,3.50E-02,0.431371956,2.85E-02,1.76E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 10:00,0.520054848,4.42E-02,0.406429848,2.85E-02,3.50E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 11:00,0.579999983,4.11E-02,0.520054848,2.85E-02,4.42E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 12:00,0.579999983,3.77E-02,0.579999983,2.85E-02,4.11E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 13:00,0.564455383,3.42E-02,0.579999983,2.85E-02,3.77E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 14:00,0.525886563,2.96E-02,0.564455383,2.85E-02,3.42E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 15:00,0.507020671,2.75E-02,0.525886563,2.85E-02,2.96E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 16:00,0.469913462,0.026439576,0.507020671,2.85E-02,2.75E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 17:00,0.45038196,2.36E-02,0.469913462,2.85E-02,0.026439576,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 18:00,0.433717746,2.40E-02,0.45038196,2.85E-02,2.36E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 19:00,0.441052575,2.73E-02,0.433717746,2.85E-02,2.40E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 20:00,0.4596171,2.97E-02,0.441052575,2.85E-02,2.73E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 21:00,0.48304226,3.19E-02,0.4596171,2.85E-02,2.97E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 22:00,0.490015525,2.82E-02,0.48304226,2.85E-02,3.19E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2002 23:00,0.468701871,2.60E-02,0.490015525,2.85E-02,2.82E-02,6.32E-02,3.62E-02,1.82E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 00:00,0.455089352,2.61E-02,0.468701871,0.110235065,2.60E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 01:00,0.444167266,2.32E-02,0.455089352,0.110235065,2.61E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 02:00,0.410969212,1.62E-02,0.444167266,0.110235065,2.32E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 03:00,0.360704145,1.04E-02,0.410969212,0.110235065,1.62E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 04:00,0.320547807,7.19E-03,0.360704145,0.110235065,1.04E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 05:00,0.306762866,6.86E-03,0.320547807,0.110235065,7.19E-03,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 06:00,0.294291147,6.81E-03,0.306762866,0.110235065,6.86E-03,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 07:00,0.285294875,8.35E-03,0.294291147,0.110235065,6.81E-03,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 08:00,0.295320796,1.76E-02,0.285294875,0.110235065,8.35E-03,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 09:00,0.386467771,3.50E-02,0.295320796,0.110235065,1.76E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 10:00,0.517050733,4.42E-02,0.386467771,0.110235065,3.50E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 11:00,0.579999983,4.11E-02,0.517050733,0.110235065,4.42E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 12:00,0.579999983,3.77E-02,0.579999983,0.110235065,4.11E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 13:00,0.563379157,3.42E-02,0.579999983,0.110235065,3.77E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 14:00,0.524969618,2.96E-02,0.563379157,0.110235065,3.42E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 15:00,0.503219913,2.75E-02,0.524969618,0.110235065,2.96E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 16:00,0.466804483,0.026439576,0.503219913,0.110235065,2.75E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 17:00,0.447339413,2.36E-02,0.466804483,0.110235065,0.026439576,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 18:00,0.43018709,2.40E-02,0.447339413,0.110235065,2.36E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 19:00,0.436345062,2.73E-02,0.43018709,0.110235065,2.40E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 20:00,0.457551922,2.97E-02,0.436345062,0.110235065,2.73E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 21:00,0.482761868,3.19E-02,0.457551922,0.110235065,2.97E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 22:00,0.489860545,2.82E-02,0.482761868,0.110235065,3.19E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2002 23:00,0.468613355,2.60E-02,0.489860545,0.110235065,2.82E-02,3.95E-02,8.89E-02,5.15E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2002 00:00,0.455060607,2.61E-02,0.468613355,0.128485963,2.60E-02,0.036153145,9.85E-02,5.62E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2002 01:00,0.443784663,2.32E-02,0.455060607,0.128485963,2.61E-02,0.036153145,9.85E-02,5.62E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2002 02:00,0.410030762,1.62E-02,0.443784663,0.128485963,2.32E-02,0.036153145,9.85E-02,5.62E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2002 03:00,0.355222728,1.04E-02,0.410030762,0.128485963,1.62E-02,0.036153145,9.85E-02,5.62E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2002 04:00,0.30432644,7.19E-03,0.355222728,0.128485963,1.04E-02,0.036153145,9.85E-02,5.62E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2002 05:00,0.279689654,6.75E-03,0.30432644,0.128485963,7.19E-03,0.036153145,9.85E-02,5.62E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2002 06:00,0.273671849,6.78E-03,0.279689654,0.128485963,6.75E-03,0.036153145,9.85E-02,5.62E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2002 07:00,0.270168508,8.35E-03,0.273671849,0.128485963,6.78E-03,0.036153145,9.85E-02,5.62E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2002 08:00,0.291059324,1.76E-02,0.270168508,0.128485963,8.35E-03,0.036153145,9.85E-02,5.62E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
